"","Datetime2","V2"
"45","2013-09-02 18:00:00",0.0210000000000008
"46","2013-09-02 19:00:00",0.0219999999999985
"47","2013-09-02 20:00:00",0.0220000000000002
"48","2013-09-02 21:00:00",0.0220000000000002
"49","2013-09-02 22:00:00",0.0220000000000002
"50","2013-09-02 23:00:00",0.0210000000000008
"51","2013-09-03 00:00:00",0.020999999999999
"52","2013-09-03 01:00:00",0.0220000000000002
"53","2013-09-03 02:00:00",0.0210000000000008
"54","2013-09-03 03:00:00",0.0219999999999985
"55","2013-09-03 04:00:00",0.0210000000000008
"56","2013-09-03 05:00:00",0.0220000000000002
"57","2013-09-03 06:00:00",0.0589999999999993
"58","2013-09-03 07:00:00",0.0670000000000002
"59","2013-09-03 08:00:00",0.0300000000000011
"60","2013-09-03 09:00:00",0.0789999999999988
"61","2013-09-03 10:00:00",0.0229999999999997
"62","2013-09-03 11:00:00",0.0460000000000012
"63","2013-09-03 12:00:00",0.0839999999999996
"64","2013-09-03 13:00:00",0.0839999999999996
"65","2013-09-03 14:00:00",0.0220000000000002
"66","2013-09-03 15:00:00",0.0220000000000002
"67","2013-09-03 16:00:00",0.0220000000000002
"68","2013-09-03 17:00:00",0.0849999999999991
"69","2013-09-03 18:00:00",0.0850000000000009
"70","2013-09-03 19:00:00",0.0849999999999991
"71","2013-09-03 20:00:00",0.0849999999999991
"72","2013-09-03 21:00:00",0.0820000000000007
"73","2013-09-03 22:00:00",0.0549999999999997
"74","2013-09-03 23:00:00",0.0229999999999997
"75","2013-09-04 00:00:00",0.0210000000000008
"76","2013-09-04 01:00:00",0.0220000000000002
"77","2013-09-04 02:00:00",0.0220000000000002
"78","2013-09-04 03:00:00",0.0219999999999985
"79","2013-09-04 04:00:00",0.0280000000000005
"80","2013-09-04 05:00:00",0.0839999999999996
"81","2013-09-04 06:00:00",0.0850000000000009
"82","2013-09-04 07:00:00",0.0890000000000004
"83","2013-09-04 08:00:00",0.0899999999999999
"84","2013-09-04 09:00:00",0.0879999999999992
"85","2013-09-04 10:00:00",0.0850000000000009
"86","2013-09-04 11:00:00",0.0869999999999997
"87","2013-09-04 12:00:00",0.0239999999999991
"88","2013-09-04 13:00:00",0.0220000000000002
"89","2013-09-04 14:00:00",0.0220000000000002
"90","2013-09-04 15:00:00",0.0210000000000008
"91","2013-09-04 16:00:00",0.0239999999999991
"92","2013-09-04 17:00:00",0.0870000000000015
"93","2013-09-04 18:00:00",0.0839999999999996
"94","2013-09-04 19:00:00",0.0869999999999997
"95","2013-09-04 20:00:00",0.0829999999999984
"96","2013-09-04 21:00:00",0.0839999999999996
"97","2013-09-04 22:00:00",0.0850000000000009
"98","2013-09-04 23:00:00",0.0420000000000016
"99","2013-09-05 00:00:00",0.0219999999999985
"100","2013-09-05 01:00:00",0.022000000000002
"101","2013-09-05 02:00:00",0.0219999999999985
"102","2013-09-05 03:00:00",0.0219999999999985
"103","2013-09-05 04:00:00",0.022000000000002
"104","2013-09-05 05:00:00",0.0219999999999985
"105","2013-09-05 06:00:00",0.0850000000000009
"106","2013-09-05 07:00:00",0.00600000000000023
"107","2013-09-05 08:00:00",0
"108","2013-09-05 09:00:00",0
"109","2013-09-05 10:00:00",0
"110","2013-09-05 11:00:00",0
"111","2013-09-05 12:00:00",0
"112","2013-09-05 13:00:00",0
"113","2013-09-05 14:00:00",0
"114","2013-09-05 15:00:00",0
"115","2013-09-05 16:00:00",0
"116","2013-09-05 17:00:00",0
"117","2013-09-05 18:00:00",0
"118","2013-09-05 19:00:00",0
"119","2013-09-05 20:00:00",0
"120","2013-09-05 21:00:00",0
"121","2013-09-05 22:00:00",0
"122","2013-09-05 23:00:00",0
"123","2013-09-06 00:00:00",0
"124","2013-09-06 01:00:00",0
"125","2013-09-06 02:00:00",0
"126","2013-09-06 03:00:00",0
"127","2013-09-06 04:00:00",0
"128","2013-09-06 05:00:00",0
"129","2013-09-06 06:00:00",0
"130","2013-09-06 07:00:00",0
"131","2013-09-06 08:00:00",0
"132","2013-09-06 09:00:00",0
"133","2013-09-06 10:00:00",0
"134","2013-09-06 11:00:00",0
"135","2013-09-06 12:00:00",0
"136","2013-09-06 13:00:00",0
"137","2013-09-06 14:00:00",0
"138","2013-09-06 15:00:00",0
"139","2013-09-06 16:00:00",0
"140","2013-09-06 17:00:00",0
"141","2013-09-06 18:00:00",0
"142","2013-09-06 19:00:00",0
"143","2013-09-06 20:00:00",0
"144","2013-09-06 21:00:00",0
"145","2013-09-06 22:00:00",0
"146","2013-09-06 23:00:00",0
"147","2013-09-07 00:00:00",0
"148","2013-09-07 01:00:00",0
"149","2013-09-07 02:00:00",0
"150","2013-09-07 03:00:00",0
"151","2013-09-07 04:00:00",0
"152","2013-09-07 05:00:00",0
"153","2013-09-07 06:00:00",0
"154","2013-09-07 07:00:00",0
"155","2013-09-07 08:00:00",0
"156","2013-09-07 09:00:00",0
"157","2013-09-07 10:00:00",0
"158","2013-09-07 11:00:00",0
"159","2013-09-07 12:00:00",0
"160","2013-09-07 13:00:00",0
"161","2013-09-07 14:00:00",0
"162","2013-09-07 15:00:00",0
"163","2013-09-07 16:00:00",0
"164","2013-09-07 17:00:00",0
"165","2013-09-07 18:00:00",0
"166","2013-09-07 19:00:00",0
"167","2013-09-07 20:00:00",0
"168","2013-09-07 21:00:00",0
"169","2013-09-07 22:00:00",0
"170","2013-09-07 23:00:00",0
"171","2013-09-08 00:00:00",0
